taxonomy	host	function	symbiont_phylum	symbiont_order	symbiont_genus	host_order	host_family	description	evidence	genome_id	journal	evidence_level
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Candidatus Regiella; s__*	Rhopalosiphum maidis	growth regulation	Pseudomonadota	Enterobacterales	Candidatus Regiella	Hemiptera	Aphididae	Regiella insecticola infection in Rhopalosiphum maidis leads to a delayed developmental duration and lower adult weight.	10.3389/fpls.2023.1096750		FRONTIERS IN PLANT SCIENCE	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Candidatus Regiella; s__*	Rhopalosiphum maidis	developmental modulation	Pseudomonadota	Enterobacterales	Candidatus Regiella	Hemiptera	Aphididae	Regiella insecticola infection in Rhopalosiphum maidis leads to a delayed developmental duration and lower adult weight.	10.3389/fpls.2023.1096750		FRONTIERS IN PLANT SCIENCE	3
d__Fungi; p__Ascomycota; c__*; o__Microascales; f__*; g__Endoconidiophora; s__Endoconidiophora rufipennis	Ips typographus	semiochemical biosynthesis	Ascomycota	Microascales	Endoconidiophora	Coleoptera	Curculionidae	Endoconidiophora rufipennis produces semiochemicals that can act as an anti-attractant for the bark beetle Ips typographus.	10.1371/journal.pone.0283906		PLOS ONE	2
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Caballeronia; s__Caballeronia jiangsuensis	Riptortus pedestris	fertility	Pseudomonadota	Burkholderiales	Caballeronia	Hemiptera	Alydidae	Caballeronia jiangsuensis significantly enhances the development, body size, and reproductive potentials (fertility) of Riptortus pedestris under laboratory conditions.	10.1038/s41598-023-42419-0		SCIENTIFIC REPORTS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Caballeronia; s__Caballeronia jiangsuensis	Riptortus pedestris	growth regulation	Pseudomonadota	Burkholderiales	Caballeronia	Hemiptera	Alydidae	Caballeronia jiangsuensis significantly enhances the development, body size, and reproductive potentials (fertility) of Riptortus pedestris under laboratory conditions.	10.1038/s41598-023-42419-0		SCIENTIFIC REPORTS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Rickettsiales; f__*; g__Wolbachia; s__*	Menacanthus eurysternus	cytoplasmic incompatibility	Pseudomonadota	Rickettsiales	Wolbachia	Phthiraptera	Pediculidae	Wolbachia (Supergroup F) is a causative agent of cytoplasmic incompatibility (CI) in the louse Menacanthus eurysternus.	10.1186/s40168-023-01462-9		MICROBIOME	3
d__Fungi; p__Ascomycota; c__*; o__Hypocreales; f__*; g__Beauveria; s__Beauveria bassiana	Drosophila melanogaster	antimicrobial activity	Ascomycota	Hypocreales	Beauveria	Diptera	Drosophilidae	Beauveria bassiana (an entomopathogenic fungus) evolved a defensin-like protein (BbAMP1) to suppress the insect cuticular microbiomes and facilitate fungal infection of Drosophila melanogaster.	10.1038/s41396-022-01323-7		ISME JOURNAL	3
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__Burkholderia insecticola	Riptortus pedestris	developmental modulation	Pseudomonadota	Burkholderiales	Burkholderia	Hemiptera	Alydidae	Burkholderia insecticola induces the development of the midgut crypts by regulating enterocyte cell cycles, allowing the symbiont to stably and abundantly colonize the resulting spacious crypts of Riptortus pedestris.	10.3389/fphys.2022.1071987		Frontiers in Physiology	2
d__Bacteria; p__Pseudomonadota; c__*; o__Rickettsiales; f__*; g__Wolbachia; s__*	Melanaphis sacchari	feminization	Pseudomonadota	Rickettsiales	Wolbachia	Hemiptera	Aleyrodidae	Wolbachia is involved in the feminization and parthenogenesis of the aphid Melanaphis sacchari.	10.3390/insects14100807		Insects	2
d__Bacteria; p__Pseudomonadota; c__*; o__Rickettsiales; f__*; g__Wolbachia; s__*	Melanaphis sacchari	parthenogenesis	Pseudomonadota	Rickettsiales	Wolbachia	Hemiptera	Aleyrodidae	Wolbachia is involved in the feminization and parthenogenesis of the aphid Melanaphis sacchari.	10.3390/insects14100807		Insects	2
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__*	Endoclita signifer	pesticide metabolization	Pseudomonadota	Burkholderiales	Burkholderia	Lepidoptera	Pyralidae	Burkholderia is a gut bacterium involved in the detoxification and metabolic breakdown of pesticides in Endoclita signifer.	10.3390/insects14120919		Insects	2
d__Bacteria; p__Bacillota; c__*; o__Lactobacillales; f__*; g__Enterococcus; s__*	Endoclita signifer	other	Bacillota	Lactobacillales	Enterococcus	Lepidoptera	Pyralidae	Enterococcus is a gut bacterium that affects the composition of insect gut bacteria (a community interaction) in Endoclita signifer.	10.3390/insects14120919		Insects	2
d__Bacteria; p__Actinomycetota; c__*; o__Micrococcales; f__*; g__Microbacterium; s__*	Endoclita signifer	pesticide metabolization	Actinomycetota	Micrococcales	Microbacterium	Lepidoptera	Pyralidae	Microbacillus is a gut bacterium involved in the detoxification and metabolic breakdown of pesticides in Endoclita signifer.	10.3390/insects14120919		Insects	2
d__Bacteria; p__Pseudomonadota; c__*; o__Rickettsiales; f__*; g__Wolbachia; s__*	Habrobracon hebetor	digestive enzymes	Pseudomonadota	Rickettsiales	Wolbachia	Hymenoptera	Braconidae	Wolbachia significantly affects the metabolism of Habrobracon hebetor larvae and alters the activity of its digestive enzymes.	10.1002/arch.22053		ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Serratia; s__Serratia marcescens	Riptortus pedestris	pesticide metabolization	Pseudomonadota	Enterobacterales	Serratia	Hemiptera	Alydidae	Serratia marcescens mediates the detoxification of organophosphate pesticide (dimethoate) in Riptortus pedestris by possessing an organophosphorus-degrading MBL-fold metallo-hydrolase gene. It also enhances host survivorship when exposed to the pesticide.	10.1111/jen.13122		JOURNAL OF APPLIED ENTOMOLOGY	2
d__Bacteria; p__Pseudomonadota; c__*; o__Sphingomonadales; f__*; g__Sphingomonas; s__*	Aphis gossypii	pesticide metabolization	Pseudomonadota	Sphingomonadales	Sphingomonas	Hemiptera	Aphididae	Sphingomonas mediates imidacloprid resistance in Aphis gossypii by utilizing hydroxylation and nitroreduction pathways.	10.1186/s12915-023-01586-2		BMC Biology	2
d__Bacteria; p__Pseudomonadota; c__*; o__Moraxellales; f__*; g__Acinetobacter; s__*	Anopheles sinensis	pathogen resistance	Pseudomonadota	Moraxellales	Acinetobacter	Diptera	Culicidae	Acinetobacter increases the resistance of Anopheles sinensis (by analogy to An. gambiae) to Plasmodium development, partly by inducing anti-Plasmodium factors in the Imd immune pathway.	10.1038/s41598-023-35641-2		SCIENTIFIC REPORTS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Moraxellales; f__*; g__Acinetobacter; s__*	Anopheles sinensis	immune priming	Pseudomonadota	Moraxellales	Acinetobacter	Diptera	Culicidae	Acinetobacter increases the resistance of Anopheles sinensis (by analogy to An. gambiae) to Plasmodium development, partly by inducing anti-Plasmodium factors in the Imd immune pathway.	10.1038/s41598-023-35641-2		SCIENTIFIC REPORTS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Erwinia; s__*	Anopheles sinensis	pathogen resistance	Pseudomonadota	Enterobacterales	Erwinia	Diptera	Culicidae	Erwinia has a potential role to interact with malaria parasites and confer pathogen resistance in Anopheles sinensis.	10.1038/s41598-023-35641-2		SCIENTIFIC REPORTS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Pantoea; s__*	Anopheles sinensis	pathogen resistance	Pseudomonadota	Enterobacterales	Pantoea	Diptera	Culicidae	Pantoea has a potential role to interact with malaria parasites and confer pathogen resistance in Anopheles sinensis.	10.1038/s41598-023-35641-2		SCIENTIFIC REPORTS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Pseudomonadales; f__*; g__Pseudomonas; s__*	Anopheles sinensis	pathogen resistance	Pseudomonadota	Pseudomonadales	Pseudomonas	Diptera	Culicidae	Pseudomonas is the most prevalent microbiota in Plasmodium-negative Anopheles sinensis groups and protects mosquitoes from the invasion of malaria parasites, suggesting a role in pathogen resistance.	10.1038/s41598-023-35641-2		SCIENTIFIC REPORTS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Serratia; s__*	Anopheles sinensis	pathogen resistance	Pseudomonadota	Enterobacterales	Serratia	Diptera	Culicidae	Serratia might block the sporogonic development of P. vivax parasites (by analogy to S. marcescens in An. albimanus), conferring pathogen resistance in Anopheles sinensis.	10.1038/s41598-023-35641-2		SCIENTIFIC REPORTS	2
d__Bacteria; p__Bacillota; c__*; o__Bacillales; f__*; g__Staphylococcus; s__*	Anopheles sinensis	pathogen resistance	Bacillota	Bacillales	Staphylococcus	Diptera	Culicidae	Staphylococcus has a potential role to interact with malaria parasites and confer pathogen resistance in Anopheles sinensis.	10.1038/s41598-023-35641-2		SCIENTIFIC REPORTS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Arsenophonus; s__Arsenophonus nasoniae	Nasonia vitripennis	male killing	Pseudomonadota	Enterobacterales	Arsenophonus	Hymenoptera	Pteromalidae	Arsenophonus nasoniae is a causative agent of male killing in the parasitic wasp Nasonia vitripennis.	10.1016/j.jip.2023.107947		JOURNAL OF INVERTEBRATE PATHOLOGY	2
d__Bacteria; p__Actinomycetota; c__*; o__Mycobacteriales; f__*; g__Rhodococcus; s__Rhodococcus rhodnii	Rhodnius prolixus	growth regulation	Actinomycetota	Mycobacteriales	Rhodococcus	Hemiptera	Reduviidae	Rhodococcus rhodnii ATCC 35071 enhances host fitness by promoting faster development, higher survival, and increased egg laying in Rhodnius prolixus.	10.1111/mec.16800	GISB0294	MOLECULAR ECOLOGY	4
d__Bacteria; p__Actinomycetota; c__*; o__Mycobacteriales; f__*; g__Rhodococcus; s__Rhodococcus rhodnii	Rhodnius prolixus	fertility	Actinomycetota	Mycobacteriales	Rhodococcus	Hemiptera	Reduviidae	Rhodococcus rhodnii ATCC 35071 enhances host fitness by promoting faster development, higher survival, and increased egg laying in Rhodnius prolixus.	10.1111/mec.16800	GISB0294	MOLECULAR ECOLOGY	4
d__Bacteria; p__Pseudomonadota; c__*; o__Oceanospirillales; f__*; g__Candidatus Portiera; s__*	Bemisia tabaci	other	Pseudomonadota	Oceanospirillales	Candidatus Portiera	Hemiptera	Aleyrodidae	Candidatus Portiera aleyrodidarum determines vitellogenin (Vg) localization in the bacteriocytes of Bemisia tabaci whiteflies, facilitating the host-symbiont association.	10.1128/mbio.02990-22		MBIO	3
d__Fungi; p__Ascomycota; c__*; o__Hypocreales; f__*; g__Acremonium; s__*	Xylosandrus germanus	semiochemical biosynthesis	Ascomycota	Hypocreales	Acremonium	Coleoptera	Curculionidae	Acremonium sp. produces fungal volatiles that act as attractive cues during host selection by the ambrosia beetle Xylosandrus germanus.	10.3389/fmicb.2023.1151078		FRONTIERS IN MICROBIOLOGY	2
d__Fungi; p__Ascomycota; c__*; o__Eurotiales; f__*; g__Penicillium; s__*	Culex quinquefasciatus	natural enemy resistance	Ascomycota	Eurotiales	Penicillium	Diptera	Culicidae	Penicillium (a mycobiota member) undergoes changes in abundance and composition in the midgut of Culex quinquefasciatus in response to blood intake.	10.1038/s41598-023-46067-2		SCIENTIFIC REPORTS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Rickettsiales; f__*; g__Wolbachia; s__*	Culex quinquefasciatus	pathogen resistance	Pseudomonadota	Rickettsiales	Wolbachia	Diptera	Culicidae	Wolbachia can inhibit the presence of Thorsellia and Serratia in Culex quinquefasciatus.	10.1038/s41598-023-46067-2		SCIENTIFIC REPORTS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Rickettsiales; f__*; g__Wolbachia; s__*	Drosophila melanogaster	antiviral activity	Pseudomonadota	Rickettsiales	Wolbachia	Diptera	Drosophilidae	Wolbachia protects Drosophila melanogaster against two naturally occurring and virulent viral pathogens: La Jolla virus (LJV) and Newfield virus (NFV).	10.1038/s41598-023-35726-z		SCIENTIFIC REPORTS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Rickettsiales; f__*; g__Wolbachia; s__*	Trichogramma	natural enemy resistance	Pseudomonadota	Rickettsiales	Wolbachia	Hymenoptera	Trichogrammatidae	Wolbachia increases the rate of superparasitism by infected female Trichogramma compared with uninfected females.	10.1002/ps.7269		PEST MANAGEMENT SCIENCE	3
d__Bacteria; p__Bacillota; c__*; o__Lactobacillales; f__*; g__Lactococcus; s__*	Odontotaenius disjunctus	cellulose hydrolysis	Bacillota	Lactobacillales	Lactococcus	Coleoptera	Passalidae	Lactococcus plays a role in degrading cellulose and xylan within the wood fibers of the hindgut of the wood-feeding beetle Odontotaenius disjunctus.	10.3389/fmicb.2023.1173696		FRONTIERS IN MICROBIOLOGY	2
d__Bacteria; p__Bacillota; c__*; o__Lactobacillales; f__*; g__Lactococcus; s__*	Odontotaenius disjunctus	xylan hydrolysis	Bacillota	Lactobacillales	Lactococcus	Coleoptera	Passalidae	Lactococcus plays a role in degrading cellulose and xylan within the wood fibers of the hindgut of the wood-feeding beetle Odontotaenius disjunctus.	10.3389/fmicb.2023.1173696		FRONTIERS IN MICROBIOLOGY	2
d__Bacteria; p__Bacillota; c__*; o__Erysipelotrichales; f__*; g__Turicibacter; s__*	Odontotaenius disjunctus	cellulose hydrolysis	Bacillota	Erysipelotrichales	Turicibacter	Coleoptera	Passalidae	Turicibacter plays a role in degrading cellulose and xylan within the wood fibers of the hindgut of the wood-feeding beetle Odontotaenius disjunctus.	10.3389/fmicb.2023.1173696		FRONTIERS IN MICROBIOLOGY	2
d__Bacteria; p__Bacillota; c__*; o__Erysipelotrichales; f__*; g__Turicibacter; s__*	Odontotaenius disjunctus	xylan hydrolysis	Bacillota	Erysipelotrichales	Turicibacter	Coleoptera	Passalidae	Turicibacter plays a role in degrading cellulose and xylan within the wood fibers of the hindgut of the wood-feeding beetle Odontotaenius disjunctus.	10.3389/fmicb.2023.1173696		FRONTIERS IN MICROBIOLOGY	2
d__Fungi; p__Ascomycota; c__*; o__Serinales; f__*; g__Scheffersomyces; s__Scheffersomyces insectosa	Leptura ochraceofasciata	cellulose hydrolysis	Ascomycota	Serinales	Scheffersomyces	Coleoptera	Cerambycidae	Scheffersomyces insectosa (a yeast) assimilates wood-associated sugars including xylose, cellobiose, and xylan in culture, implying a role in host digestion for Leptura ochraceofasciata.	10.1371/journal.pone.0282351		PLOS ONE	2
d__Fungi; p__Ascomycota; c__*; o__Serinales; f__*; g__Scheffersomyces; s__Scheffersomyces insectosa	Leptura ochraceofasciata	xylan hydrolysis	Ascomycota	Serinales	Scheffersomyces	Coleoptera	Cerambycidae	Scheffersomyces insectosa (a yeast) assimilates wood-associated sugars including xylose, cellobiose, and xylan in culture, implying a role in host digestion for Leptura ochraceofasciata.	10.1371/journal.pone.0282351		PLOS ONE	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Pantoea; s__*	Plautia stali	amino acid provision	Pseudomonadota	Enterobacterales	Pantoea	Hemiptera	Pentatomidae	Pantoea provides supplementation of nutrients such as essential amino acids and vitamins to the host, Plautia stali.	10.1038/s41598-022-11895-1		SCIENTIFIC REPORTS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Pantoea; s__*	Plautia stali	vitamin supplementation	Pseudomonadota	Enterobacterales	Pantoea	Hemiptera	Pentatomidae	Pantoea provides supplementation of nutrients such as essential amino acids and vitamins to the host, Plautia stali.	10.1038/s41598-022-11895-1		SCIENTIFIC REPORTS	2
d__Bacteria; p__Actinomycetota; c__*; o__Kitasatosporales; f__*; g__Streptomyces; s__*	Messor structor	antimicrobial activity	Actinomycetota	Kitasatosporales	Streptomyces	Hymenoptera	Formicidae	Streptomyces globisporus secretes the antibiotic albomycin to inhibit the growth of entomopathogens, suggesting a defensive role against infections for the ant Messor structor.	10.3390/insects13111042		Insects	2
d__Bacteria; p__Pseudomonadota; c__*; o__Rickettsiales; f__*; g__Wolbachia; s__Wolbachia wFur	Ostrinia furnacalis	reproductive manipulation	Pseudomonadota	Rickettsiales	Wolbachia	Lepidoptera	Pyralidae	Wolbachia wFur manipulates the sexual development and reproduction (male killing) of the insect host Ostrinia furnacalis.	10.1038/s41467-022-34488-y	GISB0064	NATURE COMMUNICATIONS	5
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Buchnera; s__Buchnera aphidicola	Sitobion miscanthi	plant defense modulation	Pseudomonadota	Enterobacterales	Buchnera	Hemiptera	Aphididae	Buchnera aphidicola derives the protein GroES which induces hydrogen peroxide accumulation and callose deposition in wheat, activating the plant's defense pathways (salicylic acid and jasmonic acid) against the aphid Sitobion miscanthi.	10.1021/acs.jafc.1c07046		Journal of Agricultural and Food Chemistry	2
d__Bacteria; p__Actinomycetota; c__*; o__Micrococcales; f__*; g__Brevibacterium; s__*	Acrida cinerea	cellulose hydrolysis	Actinomycetota	Micrococcales	Brevibacterium	Orthoptera	Anostostomatidae	Brevibacterium abundance is correlated with the hemicellulose digestibility in the grasshopper Acrida cinerea.	10.3390/insects13050432		Insects	2
d__Bacteria; p__Actinomycetota; c__*; o__Micrococcales; f__*; g__Clavibacter; s__*	Trilophidia annulata	cellulose hydrolysis	Actinomycetota	Micrococcales	Clavibacter	Orthoptera	Anostostomatidae	Clavibacter abundance is correlated with the hemicellulose digestibility in the grasshopper Trilophidia annulata.	10.3390/insects13050432		Insects	2
d__Bacteria; p__Actinomycetota; c__*; o__Micrococcales; f__*; g__Microbacterium; s__*	Atractomorpha sinensis	cellulose hydrolysis	Actinomycetota	Micrococcales	Microbacterium	Orthoptera	Pyrgomorphidae	Microbacterium abundance is correlated with the hemicellulose digestibility in the grasshopper Atractomorpha sinensis.	10.3390/insects13050432		Insects	2
d__Bacteria; p__Pseudomonadota; c__*; o__Lysobacterales; f__*; g__Stenotrophomonas; s__*	Sphingonotus mongolicus	cellulose hydrolysis	Pseudomonadota	Lysobacterales	Stenotrophomonas	Orthoptera	Anostostomatidae	Stenotrophomonas abundance is correlated with the hemicellulose digestibility in the grasshopper Sphingonotus mongolicus.	10.3390/insects13050432		Insects	2
d__Fungi; p__Ascomycota; c__*; o__Microascales; f__*; g__Scedosporium; s__*	Nasutitermes corniger	chemical biosynthesis	Ascomycota	Microascales	Scedosporium	Blattodea	Termitidae	Pseudallescheria boydii produces ovalicin derivatives resulting from the esterification of the less hindered ovalicin epoxide site by long-chain fatty acids in the termite Nasutitermes corniger.	10.3390/molecules27041182		MOLECULES	2
d__Bacteria; p__Bacillota; c__*; o__Lactobacillales; f__*; g__Apilactobacillus; s__Apilactobacillus kunkeei	Apis mellifera	pesticide metabolization	Bacillota	Lactobacillales	Apilactobacillus	Hymenoptera	Apidae	Apilactobacillus kunkeei alleviated acetamiprid-induced symbiotic microbiota dysregulation and mortality in honeybees (Apis mellifera).	10.3390/insects13121167		Insects	2
d__Bacteria; p__Bacillota; c__*; o__Lactobacillales; f__*; g__Enterococcus; s__Enterococcus mundtii	Spodoptera litura	other	Bacillota	Lactobacillales	Enterococcus	Lepidoptera	Noctuidae	Enterococcus mundtii is a pathogenic bacterium whose ingestion negatively affects the development and nutritional physiology of Spodoptera litura. Its successful establishment degrades the gut wall and invades the haemocoel, causing host death.	10.1038/s41598-022-12319-w		SCIENTIFIC REPORTS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Serratia; s__Serratia marcescens	Spodoptera litura	other	Pseudomonadota	Enterobacterales	Serratia	Lepidoptera	Noctuidae	Serratia marcescens is a pathogenic bacterium whose ingestion negatively affects the development and nutritional physiology of Spodoptera litura. Its successful establishment degrades the gut wall and invades the haemocoel, causing host death.	10.1038/s41598-022-12319-w		SCIENTIFIC REPORTS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Pseudomonadales; f__*; g__Pseudomonas; s__*	Monochamus alternatus	antimicrobial activity	Pseudomonadota	Pseudomonadales	Pseudomonas	Coleoptera	Cerambycidae	Pseudomonas shows strong inhibitory activity against the entomopathogenic fungus Beauveria bassiana by reducing fungal conidial germination and growth in Monochamus alternatus.	10.1186/s40793-022-00443-z		ENVIRONMENTAL MICROBIOME	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Serratia; s__*	Monochamus alternatus	antimicrobial activity	Pseudomonadota	Enterobacterales	Serratia	Coleoptera	Cerambycidae	Serratia shows strong inhibitory activity against the entomopathogenic fungus Beauveria bassiana by reducing fungal conidial germination and growth in Monochamus alternatus.	10.1186/s40793-022-00443-z		ENVIRONMENTAL MICROBIOME	3
d__Bacteria; p__Bacillota; c__*; o__Bacillales; f__*; g__Bacillus; s__Bacillus subtilis	Bombyx mori	amino acid provision	Bacillota	Bacillales	Bacillus	Lepidoptera	Bombycidae	Bacillus subtilis generates a variety of primary and secondary metabolites (such as B vitamins and antimicrobial compounds) to provide micronutrients and enhance the pathogen resistance of Bombyx mori. The antimicrobial compounds are the primary driving force for reconstruction of the intestinal microbiota.	10.1111/1462-2920.15934		ENVIRONMENTAL MICROBIOLOGY	2
d__Bacteria; p__Bacillota; c__*; o__Bacillales; f__*; g__Bacillus; s__Bacillus subtilis	Bombyx mori	B vitamin supplementation	Bacillota	Bacillales	Bacillus	Lepidoptera	Bombycidae	Bacillus subtilis generates a variety of primary and secondary metabolites (such as B vitamins and antimicrobial compounds) to provide micronutrients and enhance the pathogen resistance of Bombyx mori. The antimicrobial compounds are the primary driving force for reconstruction of the intestinal microbiota.	10.1111/1462-2920.15934		ENVIRONMENTAL MICROBIOLOGY	2
d__Bacteria; p__Bacillota; c__*; o__Bacillales; f__*; g__Bacillus; s__Bacillus subtilis	Bombyx mori	antimicrobial activity	Bacillota	Bacillales	Bacillus	Lepidoptera	Bombycidae	Bacillus subtilis generates a variety of primary and secondary metabolites (such as B vitamins and antimicrobial compounds) to provide micronutrients and enhance the pathogen resistance of Bombyx mori. The antimicrobial compounds are the primary driving force for reconstruction of the intestinal microbiota.	10.1111/1462-2920.15934		ENVIRONMENTAL MICROBIOLOGY	2
d__Bacteria; p__Bacillota; c__*; o__Bacillales; f__*; g__Bacillus; s__Bacillus subtilis	Bombyx mori	pathogen resistance	Bacillota	Bacillales	Bacillus	Lepidoptera	Bombycidae	Bacillus subtilis generates a variety of primary and secondary metabolites (such as B vitamins and antimicrobial compounds) to provide micronutrients and enhance the pathogen resistance of Bombyx mori. The antimicrobial compounds are the primary driving force for reconstruction of the intestinal microbiota.	10.1111/1462-2920.15934		ENVIRONMENTAL MICROBIOLOGY	2
d__Bacteria; p__Actinomycetota; c__*; o__Pseudonocardiales; f__*; g__Amycolatopsis; s__*	Trachymyrmex smithi	antimicrobial activity	Actinomycetota	Pseudonocardiales	Amycolatopsis	Hymenoptera	Formicidae	Amycolatopsis inhibited the growth of Pseudonocardia symbionts under laboratory conditions, with the novel analog nocamycin V identified as the antibacterial compound in the ant Trachymyrmex smithi.	10.1021/acschembio.2c00187		ACS Chemical Biology	2
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__*	Lagria villosa	antimicrobial activity	Pseudomonadota	Burkholderiales	Burkholderia	Coleoptera	Tenebrionidae	Burkholderia is an ectosymbiont whose removal significantly impairs the survival probability of young Lagria villosa larvae when exposed to pathogenic fungi, indicating a chemical protection role during molting.	10.1038/s41396-022-01311-x		ISME JOURNAL	3
d__Bacteria; p__Pseudomonadota; c__*; o__Rickettsiales; f__*; g__Wolbachia; s__*	Cimex hemipterus	pesticide metabolization	Pseudomonadota	Rickettsiales	Wolbachia	Hemiptera	Cimicidae	Wolbachia's disruption could be related to the enhanced susceptibility of Cimex hemipterus towards the insecticides fenitrothion and imidacloprid.	10.1038/s41598-022-09015-0		SCIENTIFIC REPORTS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Yersinia; s__*	Cimex hemipterus	pesticide metabolization	Pseudomonadota	Enterobacterales	Yersinia	Hemiptera	Cimicidae	Yersinia's disruption possibly could be related to the enhanced susceptibility of Cimex hemipterus towards the insecticides fenitrothion and imidacloprid.	10.1038/s41598-022-09015-0		SCIENTIFIC REPORTS	2
d__Bacteria; p__Bacillota; c__*; o__Bacillales; f__*; g__Bacillus; s__Bacillus flexus	Sitophilus oryzae	pesticide metabolization	Bacillota	Bacillales	Bacillus	Coleoptera	Curculionidae	Bacillus flexus can degrade malathion, pirimiphos-methyl, and deltamethrin and utilize these insecticides as a carbon source in vitro, suggesting a role in host pesticide resistance.	10.1016/j.jspr.2022.101943		JOURNAL OF STORED PRODUCTS RESEARCH	2
d__Bacteria; p__Bacillota; c__*; o__Bacillales; f__*; g__Bacillus; s__Bacillus subtilis	Sitophilus oryzae	pesticide metabolization	Bacillota	Bacillales	Bacillus	Coleoptera	Curculionidae	Bacillus subtilis can degrade malathion, pirimiphos-methyl, and deltamethrin and utilize these insecticides as a carbon source in vitro, suggesting a role in host pesticide resistance.	10.1016/j.jspr.2022.101943		JOURNAL OF STORED PRODUCTS RESEARCH	2
d__Bacteria; p__Bacillota; c__*; o__Bacillales; f__*; g__Bacillus; s__Bacillus licheniformis	Rhyzopertha dominica	pesticide metabolization	Bacillota	Bacillales	Bacillus	Coleoptera	Bostrichidae	Bacillus licheniformis can degrade malathion, pirimiphos-methyl, and deltamethrin and utilize these insecticides as a carbon source in vitro, suggesting a role in host pesticide resistance.	10.1016/j.jspr.2022.101943		JOURNAL OF STORED PRODUCTS RESEARCH	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Enterobacter; s__*	Sitophilus oryzae	pesticide metabolization	Pseudomonadota	Enterobacterales	Enterobacter	Coleoptera	Curculionidae	Enterobacter sp. can degrade malathion, pirimiphos-methyl, and deltamethrin and utilize these insecticides as a carbon source in vitro, suggesting a role in host pesticide resistance.	10.1016/j.jspr.2022.101943		JOURNAL OF STORED PRODUCTS RESEARCH	2
d__Bacteria; p__Bacillota; c__*; o__Lactobacillales; f__*; g__Enterococcus; s__Enterococcus faecalis	Cryptolestes ferrugineus	pesticide metabolization	Bacillota	Lactobacillales	Enterococcus	Coleoptera	Laemophloeidae	Enterococcus faecalis can degrade malathion, pirimiphos-methyl, and deltamethrin and utilize these insecticides as a carbon source in vitro, suggesting a role in host pesticide resistance.	10.1016/j.jspr.2022.101943		JOURNAL OF STORED PRODUCTS RESEARCH	2
d__Bacteria; p__Pseudomonadota; c__*; o__Lysobacterales; f__*; g__Xanthomonas; s__*	Xylocopa appendiculata	plastic degration	Pseudomonadota	Lysobacterales	Xanthomonas	Hymenoptera	Apidae	Xanthomonas sp. HY-71 is an effective polyurethane (PU)-degradable bacterium that can use polyacryl-based PU (as well as PS-PU and PE-PU) as a nutritional source in the gut of Xylocopa appendiculata.	10.1016/j.eti.2022.102822		ENVIRONMENTAL TECHNOLOGY & INNOVATION	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Pantoea; s__Pantoea ananatis	Laodelphax striatellus	pathogen interaction	Pseudomonadota	Enterobacterales	Pantoea	Hemiptera	Delphacidae	Pantoea ananatis Lstr is pathogenic to the host insect Laodelphax striatellus, suggesting its potential as a biological control agent.	10.1099/mgen.0.000907	GISB0060	MICROBIAL GENOMICS	4
d__Fungi; p__Ascomycota; c__*; o__Hypocreales; f__*; g__Fusarium; s__Fusarium solani	Xylosandrus morigerus	pathogen interaction	Ascomycota	Hypocreales	Fusarium	Coleoptera	Curculionidae	Fusarium solani acts as a promoter of the pathogenic behavior of the ambrosia beetle Xylosandrus morigerus.	10.3390/jof8030231		JOURNAL OF FUNGI	2
