ID	Record Type	Order	Family	Subfamily	Insect Species	Symbiont Phylum	Symbiont Order	Symbiont Genus	Symbiont Rank	Symbiont Taxon	Symbiont Name	Classification	Localization	Transmission mode	Function	Function Tag	Related Data	Genome ID	Reference	doi	Journal	Year	Note	Country	Collect Location
RISB0456	Symbiont	Hymenoptera	Formicidae	Pseudomyrmecinae	Messor structor	Actinomycetota	Kitasatosporales	Streptomyces	Genus	Streptomyces	Streptomyces globisporus	Bacteria	None	None	Streptomyces globisporus secretes the antibiotic albomycin to inhibit the growth of entomopathogens, suggesting a defensive role against infections for the ant Messor structor.	antimicrobial activity	ERR9410371	None	A New Albomycin-Producing Strain of Streptomyces globisporus subsp. globisporus May Provide Protection for Ants Messor structor	10.3390/insects13111042	Insects	2022	None	Russia	the Astrakhan region, Russia (46°51′13.5″ N 47°59′06.2″ E)
RISB0457	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Ostrinia furnacalis	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia wFur	Bacteria	None	None	Wolbachia wFur manipulates the sexual development and reproduction (male killing) of the insect host Ostrinia furnacalis.	reproductive manipulation	CP096925.1	GISB0064	A Wolbachia factor for male killing in lepidopteran insects	10.1038/s41467-022-34488-y	NATURE COMMUNICATIONS	2022	None	Japan	Nishi-Tokyo, Japan (35.7° N, 139.5° E)
RISB0458	Symbiont	Hymenoptera	Pteromalidae	Spalangiinae	Spalangia cameroni	Pseudomonadota	Enterobacterales	Arsenophonus	Genus	Arsenophonus	Arsenophonus	Bacteria	Intracellular	None	None	None	None	None	Abundance and Localization of Symbiotic Bacterial Communities in the Fly Parasitoid Spalangia cameroni	10.1128/aem.02549-21	APPLIED AND ENVIRONMENTAL MICROBIOLOGY	2022	None	Israel	an egg-laying poultry facility in Hazon, Israel (32°54′25.8″N, 35°23′49.0″E)
RISB0459	Symbiont	Hymenoptera	Pteromalidae	Spalangiinae	Spalangia cameroni	Pseudomonadota	Rickettsiales	Rickettsia	Genus	Rickettsia	Rickettsia	Bacteria	Intracellular	None	None	None	None	None	Abundance and Localization of Symbiotic Bacterial Communities in the Fly Parasitoid Spalangia cameroni	10.1128/aem.02549-21	APPLIED AND ENVIRONMENTAL MICROBIOLOGY	2022	None	Israel	an egg-laying poultry facility in Hazon, Israel (32°54′25.8″N, 35°23′49.0″E)
RISB0460	Symbiont	Hymenoptera	Pteromalidae	Spalangiinae	Spalangia cameroni	Pseudomonadota	Enterobacterales	Sodalis	Genus	Sodalis	Sodalis	Bacteria	Intracellular	None	None	None	None	None	Abundance and Localization of Symbiotic Bacterial Communities in the Fly Parasitoid Spalangia cameroni	10.1128/aem.02549-21	APPLIED AND ENVIRONMENTAL MICROBIOLOGY	2022	None	Israel	an egg-laying poultry facility in Hazon, Israel (32°54′25.8″N, 35°23′49.0″E)
RISB0461	Symbiont	Hymenoptera	Pteromalidae	Spalangiinae	Spalangia cameroni	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia	Bacteria	Intracellular	None	None	None	None	None	Abundance and Localization of Symbiotic Bacterial Communities in the Fly Parasitoid Spalangia cameroni	10.1128/aem.02549-21	APPLIED AND ENVIRONMENTAL MICROBIOLOGY	2022	None	Israel	an egg-laying poultry facility in Hazon, Israel (32°54′25.8″N, 35°23′49.0″E)
RISB0462	Symbiont	Hemiptera	Aphididae	Aphidinae	Sitobion miscanthi	Pseudomonadota	Enterobacterales	Buchnera	Genus	Buchnera	Buchnera aphidicola	Bacteria	Intracellular	None	Buchnera aphidicola derives the protein GroES which induces hydrogen peroxide accumulation and callose deposition in wheat, activating the plant's defense pathways (salicylic acid and jasmonic acid) against the aphid Sitobion miscanthi.	plant defense modulation	None	None	Activation of Wheat Defense Response by Buchnera aphidicola-Derived Small Chaperone Protein GroES in Wheat Aphid Saliva	10.1021/acs.jafc.1c07046	Journal of Agricultural and Food Chemistry	2022	None	China	experimental wheat fields in Langfang city, Hebei province in China
RISB0463	Amplicon	Coleoptera	Tenebrionidae	Tenebrioninae	Alphitobius diaperinus	None	None	None	None	None	gut bacteria	Bacteria	Extracellular	None	None	None	ERR6929656-ERR6929571	None	Adult Alphitobius diaperinus Microbial Community during Broiler Production and in Spent Litter after Stockpiling	10.3390/microorganisms10010175	MICROORGANISMS	2022	None	USA	open range Post Oak Savannah facility in NW Robertson County, Texas
RISB0464	Symbiont	Orthoptera	Anostostomatidae	Deinacridinae	Acrida cinerea	Actinomycetota	Micrococcales	Brevibacterium	Genus	Brevibacterium	Brevibacterium	Bacteria	None	None	Brevibacterium abundance is correlated with the hemicellulose digestibility in the grasshopper Acrida cinerea.	cellulose hydrolysis	None	None	Analysis of Intestinal Microbial Diversity of Four Species of Grasshoppers and Determination of Cellulose Digestibility	10.3390/insects13050432	Insects	2022	None	China	Baoding City, Hebei Province
RISB0465	Symbiont	Orthoptera	Anostostomatidae	Deinacridinae	Trilophidia annulata	Actinomycetota	Micrococcales	Clavibacter	Genus	Clavibacter	Clavibacter	Bacteria	None	None	Clavibacter abundance is correlated with the hemicellulose digestibility in the grasshopper Trilophidia annulata.	cellulose hydrolysis	None	None	Analysis of Intestinal Microbial Diversity of Four Species of Grasshoppers and Determination of Cellulose Digestibility	10.3390/insects13050432	Insects	2022	None	China	Baoding City, Hebei Province
RISB0466	Symbiont	Orthoptera	Pyrgomorphidae	Pyrgomorphinae	Atractomorpha sinensis	Actinomycetota	Micrococcales	Microbacterium	Genus	Microbacterium	Microbacterium	Bacteria	None	None	Microbacterium abundance is correlated with the hemicellulose digestibility in the grasshopper Atractomorpha sinensis.	cellulose hydrolysis	None	None	Analysis of Intestinal Microbial Diversity of Four Species of Grasshoppers and Determination of Cellulose Digestibility	10.3390/insects13050432	Insects	2022	None	China	Baoding City, Hebei Province
RISB0467	Symbiont	Orthoptera	Anostostomatidae	Deinacridinae	Sphingonotus mongolicus	Pseudomonadota	Lysobacterales	Stenotrophomonas	Genus	Stenotrophomonas	Stenotrophomonas	Bacteria	None	None	Stenotrophomonas abundance is correlated with the hemicellulose digestibility in the grasshopper Sphingonotus mongolicus.	cellulose hydrolysis	None	None	Analysis of Intestinal Microbial Diversity of Four Species of Grasshoppers and Determination of Cellulose Digestibility	10.3390/insects13050432	Insects	2022	None	China	Baoding City, Hebei Province
RISB0468	Symbiont	Blattodea	Termitidae	Nasutitermitinae	Nasutitermes corniger	Ascomycota	Microascales	Scedosporium	Genus	Scedosporium	Pseudallescheria boydii	Fungi	Extracellular	None	Pseudallescheria boydii produces ovalicin derivatives resulting from the esterification of the less hindered ovalicin epoxide site by long-chain fatty acids in the termite Nasutitermes corniger.	chemical biosynthesis	None	None	Antiparasitic Ovalicin Derivatives from Pseudallescheria boydii, a Mutualistic Fungus of French Guiana Termites	10.3390/molecules27041182	MOLECULES	2022	None	French Guiana	Rémire-Montjoly, French Guiana
RISB0469	Symbiont	Hemiptera	Aphididae	Aphidinae	Aphis nerii	Pseudomonadota	Enterobacterales	Arsenophonus	Genus	Arsenophonus	Arsenophonus	Bacteria	Intracellular	Vertical	None	None	PRJNA635683	None	Aphid species specializing on milkweed harbor taxonomically similar bacterial communities that differ in richness and relative abundance of core symbionts	10.1038/s41598-022-25554-y	SCIENTIFIC REPORTS	2022	None	USA	 the common milkweed (A. syriaca), across 14 locations generally surrounding the Purdue campus  in West Lafayette, IN
RISB0470	Symbiont	Hemiptera	Aphididae	Aphidinae	Aphis asclepiadis	Pseudomonadota	Enterobacterales	Arsenophonus	Genus	Arsenophonus	Arsenophonus	Bacteria	Intracellular	Vertical	None	None	PRJNA635683	None	Aphid species specializing on milkweed harbor taxonomically similar bacterial communities that differ in richness and relative abundance of core symbionts	10.1038/s41598-022-25554-y	SCIENTIFIC REPORTS	2022	None	USA	 the common milkweed (A. syriaca), across 14 locations generally surrounding the Purdue campus  in West Lafayette, IN
RISB0471	Symbiont	Hemiptera	Aphididae	Calaphidinae	Myzocallis asclepiadis	Pseudomonadota	Enterobacterales	Arsenophonus	Genus	Arsenophonus	Arsenophonus	Bacteria	Intracellular	Vertical	None	None	PRJNA635683	None	Aphid species specializing on milkweed harbor taxonomically similar bacterial communities that differ in richness and relative abundance of core symbionts	10.1038/s41598-022-25554-y	SCIENTIFIC REPORTS	2022	None	USA	 the common milkweed (A. syriaca), across 14 locations generally surrounding the Purdue campus  in West Lafayette, IN
RISB0472	Symbiont	Hemiptera	Aphididae	Aphidinae	Aphis nerii	Pseudomonadota	Enterobacterales	Buchnera	Genus	Buchnera	Buchnera	Bacteria	Intracellular	Vertical	None	None	PRJNA635683	None	Aphid species specializing on milkweed harbor taxonomically similar bacterial communities that differ in richness and relative abundance of core symbionts	10.1038/s41598-022-25554-y	SCIENTIFIC REPORTS	2022	None	USA	 the common milkweed (A. syriaca), across 14 locations generally surrounding the Purdue campus  in West Lafayette, IN
RISB0473	Symbiont	Hemiptera	Aphididae	Aphidinae	Aphis asclepiadis	Pseudomonadota	Enterobacterales	Buchnera	Genus	Buchnera	Buchnera	Bacteria	Intracellular	Vertical	None	None	PRJNA635683	None	Aphid species specializing on milkweed harbor taxonomically similar bacterial communities that differ in richness and relative abundance of core symbionts	10.1038/s41598-022-25554-y	SCIENTIFIC REPORTS	2022	None	USA	 the common milkweed (A. syriaca), across 14 locations generally surrounding the Purdue campus  in West Lafayette, IN
RISB0474	Symbiont	Hemiptera	Aphididae	Calaphidinae	Myzocallis asclepiadis	Pseudomonadota	Enterobacterales	Buchnera	Genus	Buchnera	Buchnera	Bacteria	Intracellular	Vertical	None	None	PRJNA635683	None	Aphid species specializing on milkweed harbor taxonomically similar bacterial communities that differ in richness and relative abundance of core symbionts	10.1038/s41598-022-25554-y	SCIENTIFIC REPORTS	2022	None	USA	 the common milkweed (A. syriaca), across 14 locations generally surrounding the Purdue campus  in West Lafayette, IN
RISB0475	Symbiont	Hymenoptera	Apidae	Apinae	Apis mellifera	Bacillota	Lactobacillales	Apilactobacillus	Genus	Apilactobacillus	Apilactobacillus kunkeei	Bacteria	None	None	Apilactobacillus kunkeei alleviated acetamiprid-induced symbiotic microbiota dysregulation and mortality in honeybees (Apis mellifera).	pesticide metabolization	SRR18578496-SRR18578507	None	Apilactobacillus kunkeei Alleviated Toxicity of Acetamiprid in Honeybee	10.3390/insects13121167	Insects	2022	None	China	Beekeeping Research Institute, Anhui Agricultural University, Hefei
RISB0476	Symbiont	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera litura	Bacillota	Lactobacillales	Enterococcus	Genus	Enterococcus	Enterococcus mundtii	Bacteria	Extracellular	Horizontal	Enterococcus mundtii is a pathogenic bacterium whose ingestion negatively affects the development and nutritional physiology of Spodoptera litura. Its successful establishment degrades the gut wall and invades the haemocoel, causing host death.	other	None	None	Assessing the pathogenicity of gut bacteria associated with tobacco caterpillar Spodoptera litura (Fab.)	10.1038/s41598-022-12319-w	SCIENTIFIC REPORTS	2022	None	India	cabbage and cauliflower fields around Amritsar (Punjab), India
RISB0477	Symbiont	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera litura	Pseudomonadota	Enterobacterales	Serratia	Genus	Serratia	Serratia marcescens	Bacteria	Extracellular	Horizontal	Serratia marcescens is a pathogenic bacterium whose ingestion negatively affects the development and nutritional physiology of Spodoptera litura. Its successful establishment degrades the gut wall and invades the haemocoel, causing host death.	other	None	None	Assessing the pathogenicity of gut bacteria associated with tobacco caterpillar Spodoptera litura (Fab.)	10.1038/s41598-022-12319-w	SCIENTIFIC REPORTS	2022	None	India	cabbage and cauliflower fields around Amritsar (Punjab), India
RISB0478	Symbiont	Coleoptera	Cerambycidae	Lamiinae	Monochamus alternatus	Pseudomonadota	Pseudomonadales	Pseudomonas	Genus	Pseudomonas	Pseudomonas	Bacteria	Extracellular	None	Pseudomonas shows strong inhibitory activity against the entomopathogenic fungus Beauveria bassiana by reducing fungal conidial germination and growth in Monochamus alternatus.	antimicrobial activity	None	None	Associated bacteria of a pine sawyer beetle confer resistance to entomopathogenic fungi via fungal growth inhibition	10.1186/s40793-022-00443-z	ENVIRONMENTAL MICROBIOME	2022	None	China	the beetle-infested pine trees (Pinus massoniana) in the Jiuhua Mountain (30°5′N, 117°8′E), Chizhou city, Anhui province
RISB0479	Symbiont	Coleoptera	Cerambycidae	Lamiinae	Monochamus alternatus	Pseudomonadota	Enterobacterales	Serratia	Genus	Serratia	Serratia	Bacteria	Extracellular	None	Serratia shows strong inhibitory activity against the entomopathogenic fungus Beauveria bassiana by reducing fungal conidial germination and growth in Monochamus alternatus.	antimicrobial activity	None	None	Associated bacteria of a pine sawyer beetle confer resistance to entomopathogenic fungi via fungal growth inhibition	10.1186/s40793-022-00443-z	ENVIRONMENTAL MICROBIOME	2022	None	China	the beetle-infested pine trees (Pinus massoniana) in the Jiuhua Mountain (30°5′N, 117°8′E), Chizhou city, Anhui province
RISB0480	Amplicon	Diptera	Tephritidae	Dacinae	Zeugodacus cucurbitae	None	None	None	None	None	gut bacteria	Bacteria	Extracellular	None	None	None	KT895290-KT895300	None	Attractancy potential of bacterial volatiles from symbiotic bacteria of wild population of Zeugodacus cucurbitae Coquillett (Diptera:Tephritidae)	10.1007/s12600-021-00966-0	PHYTOPARASITICA	2022	None	New Delhi	Yamuna Bank (28.62o N, 77.27 o E), New Delhi
RISB0481	Symbiont	Lepidoptera	Bombycidae	Bombycinae	Bombyx mori	Bacillota	Bacillales	Bacillus	Genus	Bacillus	Bacillus subtilis	Bacteria	Extracellular	None	Bacillus subtilis generates a variety of primary and secondary metabolites (such as B vitamins and antimicrobial compounds) to provide micronutrients and enhance the pathogen resistance of Bombyx mori. The antimicrobial compounds are the primary driving force for reconstruction of the intestinal microbiota.	amino acid provision,B vitamin supplementation,antimicrobial activity,pathogen resistance	None	None	Bacillus symbiont drives alterations in intestinal microbiota and circulating metabolites of lepidopteran host	10.1111/1462-2920.15934	ENVIRONMENTAL MICROBIOLOGY	2022	None	China	Key Laboratory of Biology and Medical Engineering, Immune Cells and Antibody Engineering Research Center of Guizhou Province, School of Biology and Engineering, Guizhou Medical University, Guiyang, Guizhou, 550025 China
RISB0482	Amplicon	Coleoptera	Chrysomelidae	Galerucinae	Psylliodes attenuata	None	None	None	None	None	bacterial communities	Bacteria	None	None	None	None	SRR19449852-SRR19449887	None	Bacterial and fungal communities within and among geographic samples of the hemp pest Psylliodes attenuata from China	10.3389/fmicb.2022.964735	FRONTIERS IN MICROBIOLOGY	2022	None	China	northeastern China (including Heilongjiang and Jilin provinces), central-east China (Shandong and Anhui provinces), south-central China (Hunan province), and southwestern China (Yunnan province)
RISB0483	Symbiont	Hymenoptera	Formicidae	Myrmicinae	Trachymyrmex smithi	Actinomycetota	Pseudonocardiales	Amycolatopsis	Genus	Amycolatopsis	Amycolatopsis	Bacteria	Extracellular	None	Amycolatopsis inhibited the growth of Pseudonocardia symbionts under laboratory conditions, with the novel analog nocamycin V identified as the antibacterial compound in the ant Trachymyrmex smithi.	antimicrobial activity	None	None	Bacterial Associates of a Desert Specialist Fungus-Growing Ant Antagonize Competitors with a Nocamycin Analog	10.1021/acschembio.2c00187	ACS Chemical Biology	2022	None	New Mexico	Las Cruces, New Mexico
RISB0484	Amplicon	Orthoptera	Anostostomatidae	Deinacridinae	Gampsocleis gratiosa	None	None	None	None	None	gut bacteria	Bacteria	None	None	None	None	SRR17518483-SRR17518548	None	Bacterial Communities in the Feces of Laboratory Reared Gampsocleis gratiosa (Orthoptera: Tettigoniidae) across Different Developmental Stages and Sexes	10.3390/insects13040361	Insects	2022	None	China	Key Laboratory of Zoological Systematics and Application of Hebei Province, College of Life Sciences, Hebei University, Baoding 071002, China
RISB0485	Amplicon	Diptera	Culicidae	Culicinae	Culex pipiens	None	None	None	None	None	gut bacteria	Bacteria	Extracellular	None	None	None	SRR15008746-SRR15008754	None	Bacterial Communities of Lab and Field Northern House Mosquitoes (Diptera: Culicidae) Throughout Diapause	10.1093/jme/tjab184	JOURNAL OF MEDICAL ENTOMOLOGY	2022	None	USA	a stream at the University of Cincinnati Center for Field Studies (39°17′07.5″ N, 84°44′36.4″ W)
RISB0486	Symbiont	Coleoptera	Tenebrionidae	Lagriinae	Lagria villosa	Pseudomonadota	Burkholderiales	Burkholderia	Genus	Burkholderia	Burkholderia	Bacteria	None	None	Burkholderia is an ectosymbiont whose removal significantly impairs the survival probability of young Lagria villosa larvae when exposed to pathogenic fungi, indicating a chemical protection role during molting.	antimicrobial activity	PRJNA790999	None	Bacterial ectosymbionts in cuticular organs chemically protect a beetle during molting stages	10.1038/s41396-022-01311-x	ISME JOURNAL	2022	None	Brazil	the states of São Paulo and Paraná, Brazil
RISB0487	Symbiont	Diptera	Tephritidae	Dacinae	Ceratitis capitata	Cyanobacteriota	Chroococcidiopsidales	Chroococcidiopsis	Genus	Chroococcidiopsis	Chroococcidiopsis	Bacteria	Extracellular	Vertical	None	None	SRR13181189,SRR13180621,SRR13180550,SRR13180198,SRR13180195,SRR13180194,SRR13180182,SRR13180157,SRR13179904,SRR13179902,SRR13179901	None	Bacterial Symbionts in Ceratitis capitata	10.3390/insects13050474	Insects	2022	None	Pavia	from Sicily and Greece and maintained in Pavia since 1979
RISB0488	Symbiont	Diptera	Tephritidae	Dacinae	Ceratitis capitata	Pseudomonadota	Enterobacterales	Klebsiella	Genus	Klebsiella	Klebsiella	Bacteria	Extracellular	Vertical	None	None	SRR13181189,SRR13180621,SRR13180550,SRR13180198,SRR13180195,SRR13180194,SRR13180182,SRR13180157,SRR13179904,SRR13179902,SRR13179901	None	Bacterial Symbionts in Ceratitis capitata	10.3390/insects13050474	Insects	2022	None	Pavia	from Sicily and Greece and maintained in Pavia since 1979
RISB0489	Symbiont	Diptera	Tephritidae	Dacinae	Ceratitis capitata	Pseudomonadota	Enterobacterales	Providencia	Genus	Providencia	Providencia	Bacteria	Extracellular	Vertical	None	None	SRR13181189,SRR13180621,SRR13180550,SRR13180198,SRR13180195,SRR13180194,SRR13180182,SRR13180157,SRR13179904,SRR13179902,SRR13179901	None	Bacterial Symbionts in Ceratitis capitata	10.3390/insects13050474	Insects	2022	None	Pavia	from Sicily and Greece and maintained in Pavia since 1979
RISB0490	Symbiont	Diptera	Tephritidae	Dacinae	Ceratitis capitata	Actinomycetota	Propionibacteriales	Propionibacterium	Genus	Propionibacterium	Propionibacterium	Bacteria	Extracellular	Vertical	None	None	SRR13181189,SRR13180621,SRR13180550,SRR13180198,SRR13180195,SRR13180194,SRR13180182,SRR13180157,SRR13179904,SRR13179902,SRR13179901	None	Bacterial Symbionts in Ceratitis capitata	10.3390/insects13050474	Insects	2022	None	Pavia	from Sicily and Greece and maintained in Pavia since 1979
RISB0491	Symbiont	Hemiptera	Cimicidae	None	Cimex hemipterus	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia	Bacteria	Intracellular	Vertical	Wolbachia's disruption could be related to the enhanced susceptibility of Cimex hemipterus towards the insecticides fenitrothion and imidacloprid.	pesticide metabolization	None	None	Bacterial symbionts influence host susceptibility to fenitrothion and imidacloprid in the obligate hematophagous bed bug, Cimex hemipterus	10.1038/s41598-022-09015-0	SCIENTIFIC REPORTS	2022	None	Malaysia	a dormitory in Puchong, Selangor, Malaysia
RISB0492	Symbiont	Hemiptera	Cimicidae	None	Cimex hemipterus	Pseudomonadota	Enterobacterales	Yersinia	Genus	Yersinia	Yersinia	Bacteria	None	None	Yersinia's disruption possibly could be related to the enhanced susceptibility of Cimex hemipterus towards the insecticides fenitrothion and imidacloprid.	pesticide metabolization	None	None	Bacterial symbionts influence host susceptibility to fenitrothion and imidacloprid in the obligate hematophagous bed bug, Cimex hemipterus	10.1038/s41598-022-09015-0	SCIENTIFIC REPORTS	2022	None	Malaysia	a dormitory in Puchong, Selangor, Malaysia
RISB0493	Symbiont	Coleoptera	Curculionidae	Dryophthorinae	Sitophilus oryzae	Bacillota	Bacillales	Bacillus	Genus	Bacillus	Bacillus flexus	Bacteria	Extracellular	Horizontal	Bacillus flexus can degrade malathion, pirimiphos-methyl, and deltamethrin and utilize these insecticides as a carbon source in vitro, suggesting a role in host pesticide resistance.	pesticide metabolization	MW227547.1	None	Biodegradation of insecticides by gut bacteria isolated from stored grain beetles and its implication in host insecticide resistance	10.1016/j.jspr.2022.101943	JOURNAL OF STORED PRODUCTS RESEARCH	2022	None	China	Tongzhou (Beijing)
RISB0494	Symbiont	Coleoptera	Curculionidae	Dryophthorinae	Sitophilus oryzae	Bacillota	Bacillales	Bacillus	Genus	Bacillus	Bacillus subtilis	Bacteria	Extracellular	Horizontal	Bacillus subtilis can degrade malathion, pirimiphos-methyl, and deltamethrin and utilize these insecticides as a carbon source in vitro, suggesting a role in host pesticide resistance.	pesticide metabolization	MW227545.1	None	Biodegradation of insecticides by gut bacteria isolated from stored grain beetles and its implication in host insecticide resistance	10.1016/j.jspr.2022.101943	JOURNAL OF STORED PRODUCTS RESEARCH	2022	None	China	Tongzhou (Beijing)
RISB0495	Symbiont	Coleoptera	Bostrichidae	Dinoderinae	Rhyzopertha dominica	Bacillota	Bacillales	Bacillus	Genus	Bacillus	Bacillus licheniformis	Bacteria	Extracellular	Horizontal	Bacillus licheniformis can degrade malathion, pirimiphos-methyl, and deltamethrin and utilize these insecticides as a carbon source in vitro, suggesting a role in host pesticide resistance.	pesticide metabolization	MW227543.1	None	Biodegradation of insecticides by gut bacteria isolated from stored grain beetles and its implication in host insecticide resistance	10.1016/j.jspr.2022.101943	JOURNAL OF STORED PRODUCTS RESEARCH	2022	None	China	Changsha (Hunan)
RISB0496	Symbiont	Coleoptera	Curculionidae	Dryophthorinae	Sitophilus oryzae	Pseudomonadota	Enterobacterales	Enterobacter	Genus	Enterobacter	Enterobacter sp.	Bacteria	Extracellular	Horizontal	Enterobacter sp. can degrade malathion, pirimiphos-methyl, and deltamethrin and utilize these insecticides as a carbon source in vitro, suggesting a role in host pesticide resistance.	pesticide metabolization	MW227546.1	None	Biodegradation of insecticides by gut bacteria isolated from stored grain beetles and its implication in host insecticide resistance	10.1016/j.jspr.2022.101943	JOURNAL OF STORED PRODUCTS RESEARCH	2022	None	China	Tongzhou (Beijing)
RISB0497	Symbiont	Coleoptera	Laemophloeidae	None	Cryptolestes ferrugineus	Bacillota	Lactobacillales	Enterococcus	Genus	Enterococcus	Enterococcus faecalis	Bacteria	Extracellular	Horizontal	Enterococcus faecalis can degrade malathion, pirimiphos-methyl, and deltamethrin and utilize these insecticides as a carbon source in vitro, suggesting a role in host pesticide resistance.	pesticide metabolization	MW227550.1	None	Biodegradation of insecticides by gut bacteria isolated from stored grain beetles and its implication in host insecticide resistance	10.1016/j.jspr.2022.101943	JOURNAL OF STORED PRODUCTS RESEARCH	2022	None	China	Huizhou (Guangdong)
RISB0498	Symbiont	Hymenoptera	Apidae	Xylocopinae	Xylocopa appendiculata	Pseudomonadota	Lysobacterales	Xanthomonas	Genus	Xanthomonas	Xanthomonas sp. HY-71	Bacteria	Extracellular	None	Xanthomonas sp. HY-71 is an effective polyurethane (PU)-degradable bacterium that can use polyacryl-based PU (as well as PS-PU and PE-PU) as a nutritional source in the gut of Xylocopa appendiculata.	plastic degration	None	None	Biodegradation of polyurethane by Japanese carpenter bee gut-associated symbionts Xanthomonas sp. HY-71, and its potential application on bioconversion	10.1016/j.eti.2022.102822	ENVIRONMENTAL TECHNOLOGY & INNOVATION	2022	None	South Korea	Bomoon Mountain (Daejeon, Republic of Korea)
RISB0499	Amplicon	Hymenoptera	Apidae	Xylocopinae	Xylocopa carpenter	None	None	None	None	None	gut bacteria	Bacteria	Extracellular	None	None	None	SRX19353476-SRX19353546	None	Carpenter Bees (Xylocopa) Harbor a Distinctive Gut Microbiome Related to That of Honey Bees and Bumble Bees	10.1128/aem.00203-22	APPLIED AND ENVIRONMENTAL MICROBIOLOGY	2022	None	USA	Texas
RISB0500	Symbiont	Lepidoptera	Plutellidae	None	Plutella xylostella	Pseudomonadota	Moraxellales	Acinetobacter	Genus	Acinetobacter	Acinetobacter soli	Bacteria	Extracellular	Horizontal	None	None	ON386158	None	Changes in the Host Gut Microbiota during Parasitization by Parasitic Wasp Cotesia vestalis	10.3390/insects13090760	Insects	2022	None	China	cabbage-planting field in Fuzhou, China (25.95° N, 119.27° E)
RISB0501	Symbiont	Lepidoptera	Plutellidae	None	Plutella xylostella	Bacillota	Bacillales	Bacillus	Genus	Bacillus	Bacillus wiedmannii	Bacteria	Extracellular	Horizontal	None	None	ON386161	None	Changes in the Host Gut Microbiota during Parasitization by Parasitic Wasp Cotesia vestalis	10.3390/insects13090760	Insects	2022	None	China	cabbage-planting field in Fuzhou, China (25.95° N, 119.27° E)
RISB0502	Symbiont	Lepidoptera	Plutellidae	None	Plutella xylostella	Bacillota	Lactobacillales	Carnobacterium	Genus	Carnobacterium	Carnobacterium maltaromaticum	Bacteria	Extracellular	Horizontal	None	None	ON386171	None	Changes in the Host Gut Microbiota during Parasitization by Parasitic Wasp Cotesia vestalis	10.3390/insects13090760	Insects	2022	None	China	cabbage-planting field in Fuzhou, China (25.95° N, 119.27° E)
RISB0503	Symbiont	Lepidoptera	Plutellidae	None	Plutella xylostella	Bacillota	Lactobacillales	Carnobacterium	Genus	Carnobacterium	Carnobacterium maltaromaticum	Bacteria	Extracellular	Horizontal	None	None	ON386163	None	Changes in the Host Gut Microbiota during Parasitization by Parasitic Wasp Cotesia vestalis	10.3390/insects13090760	Insects	2022	None	China	cabbage-planting field in Fuzhou, China (25.95° N, 119.27° E)
RISB0504	Symbiont	Lepidoptera	Plutellidae	None	Plutella xylostella	Pseudomonadota	Enterobacterales	Cedecea	Genus	Cedecea	Cedecea lapagei	Bacteria	Extracellular	Horizontal	None	None	ON386167	None	Changes in the Host Gut Microbiota during Parasitization by Parasitic Wasp Cotesia vestalis	10.3390/insects13090760	Insects	2022	None	China	cabbage-planting field in Fuzhou, China (25.95° N, 119.27° E)
RISB0505	Symbiont	Lepidoptera	Plutellidae	None	Plutella xylostella	Pseudomonadota	Enterobacterales	Cedecea	Genus	Cedecea	Cedecea lapagei	Bacteria	Extracellular	Horizontal	None	None	ON386162	None	Changes in the Host Gut Microbiota during Parasitization by Parasitic Wasp Cotesia vestalis	10.3390/insects13090760	Insects	2022	None	China	cabbage-planting field in Fuzhou, China (25.95° N, 119.27° E)
RISB0506	Symbiont	Lepidoptera	Plutellidae	None	Plutella xylostella	Pseudomonadota	Enterobacterales	Citrobacter	Genus	Citrobacter	Citrobacter freundii	Bacteria	Extracellular	Horizontal	None	None	ON386169	None	Changes in the Host Gut Microbiota during Parasitization by Parasitic Wasp Cotesia vestalis	10.3390/insects13090760	Insects	2022	None	China	cabbage-planting field in Fuzhou, China (25.95° N, 119.27° E)
RISB0507	Symbiont	Lepidoptera	Plutellidae	None	Plutella xylostella	Pseudomonadota	Enterobacterales	Enterobacter	Genus	Enterobacter	Enterobacter ludwigii	Bacteria	Extracellular	Horizontal	None	None	ON386159	None	Changes in the Host Gut Microbiota during Parasitization by Parasitic Wasp Cotesia vestalis	10.3390/insects13090760	Insects	2022	None	China	cabbage-planting field in Fuzhou, China (25.95° N, 119.27° E)
RISB0508	Symbiont	Lepidoptera	Plutellidae	None	Plutella xylostella	Bacillota	Lactobacillales	Enterococcus	Genus	Enterococcus	Enterococcus termitis	Bacteria	Extracellular	Horizontal	None	None	ON386165	None	Changes in the Host Gut Microbiota during Parasitization by Parasitic Wasp Cotesia vestalis	10.3390/insects13090760	Insects	2022	None	China	cabbage-planting field in Fuzhou, China (25.95° N, 119.27° E)
